their	Belonging to or associated with them.
theme	The main subject or idea of a work.
there	In or at that place; used to introduce a statement.
these	The plural of this; the ones nearby or just mentioned.
theta	The eighth letter of the Greek alphabet.
thick	Having a large distance between opposite sides.
thief	A person who steals from others.
thigh	The part of the leg between hip and knee.
thing	An object, matter, or unspecified item.
think	To use the mind to form ideas or opinions.
third	Coming after second; one of three equal parts.
thong	A thin strip of leather; a skimpy undergarment.
thorn	A sharp point on a plant stem.
those	The plural of that; the ones farther away.
three	The number equal to two plus one.
threw	Past tense of throw; sent something through the air.
throb	To beat or pulse strongly and repeatedly.
throw	To send something through the air with the arm.
thrum	To make a continuous low humming or vibrating sound.
thumb	The short thick first digit of the human hand.
thump	A heavy dull blow or the sound it makes.
thyme	A fragrant herb used in cooking.
tiara	A jeweled ornamental crown worn by women.
tibia	The larger bone of the lower leg; the shinbone.
tidal	Relating to the rise and fall of the sea.
tiger	A large wild cat with orange fur and black stripes.
tight	Firmly fixed or closed; fitting closely.
tilde	The mark ~ used over letters or in writing.
timer	A device that measures or controls time intervals.
timid	Lacking courage or confidence; shy.
tipsy	Unstable and prone to tip as if intoxicated.
titan	A person of great strength, size, or importance.
tithe	A tenth of income given to a church or cause.
title	The name of a work; a rank or legal right to property.
toast	Browned bread; a drink in honor of someone.
today	This present day; on this day.
toddy	A hot drink of liquor, sugar, and water.
token	A symbol or sign; a small coin-like piece.
tonal	Relating to musical tone or pitch.
tonga	A light two-wheeled horse-drawn carriage.
tonic	Something that restores energy; a carbonated mixer.
tooth	One hard structure in the mouth used for biting.
topaz	A transparent gemstone, often yellow or blue.
topic	The subject of a discussion or written work.
torch	A portable light; to set something on fire.
torso	The main part of the body, not including head or limbs.
torus	A doughnut-shaped ring or surface in geometry.
total	The complete amount; to add up completely.
totem	An animal or object as a symbol of a group or clan.
touch	To make physical contact; a small amount or feel.
tough	Strong and durable; difficult to deal with.
towel	A cloth used for drying wet things.
tower	A tall narrow structure; to rise high above.
toxic	Poisonous or harmful to living things.
toxin	A poisonous substance produced by an organism.
trace	A small sign left behind; to follow or copy carefully.
track	A path or course; to follow the path of something.
tract	A large area of land; a short religious or political essay.
trade	The exchange of goods; a skilled job; to swap.
trail	A path through wild country; to follow behind.
train	A series of linked railroad cars; to teach skills.
trait	A distinguishing quality or characteristic.
tramp	To walk heavily; a person who wanders without a home.
trash	Waste material; something worthless or of poor quality.
trawl	To fish with a large net dragged through water.
tread	To step or walk on something; the outer surface of a tire.
treat	To behave toward; a special pleasure; medical care.
trend	A general direction of change or fashion.
triad	A group of three; a three-note musical chord.
trial	A legal court process; a test of something new.
tribe	A social group sharing ancestry, culture, or identity.
trice	A very short moment of time; an instant.
trick	A clever act meant to deceive; a skillful feat.
tried	Past tense of try; tested and proven reliable.
tripe	The stomach lining of cattle used as food; nonsense.
trite	Overused and unoriginal; lacking freshness.
troll	A mythical cave creature; to post to provoke others.
troop	A group of soldiers or scouts; to move in a group.
trope	A common figure of speech or recurring theme.
trout	A freshwater fish popular for food and sport.
trove	A valuable collection of things found or gathered.
truce	An agreement to stop fighting for a time.
truck	A large vehicle for carrying goods.
truer	More accurate or faithful than something else.
truly	In a genuine or real way; sincerely.
trump	A card that outranks others; to beat or outdo.
trunk	The main stem of a tree; a large storage box; an elephant's nose.
truss	To tie up securely; a supporting framework.
trust	Firm belief in reliability; to rely on someone.
truth	That which is true or in accordance with fact.
tryst	A private romantic meeting between lovers.
tubal	Relating to a tube, especially the fallopian tube.
tuber	A thickened underground plant stem, such as a potato.
tulip	A spring flower with a cup-shaped bloom.
tulle	A fine net fabric used for veils and tutus.
tumor	An abnormal growth of tissue in the body.
tunic	A loose garment worn over the torso.
turbo	A turbine that boosts an engine's power.
tutor	A private teacher who helps a student learn.
twang	A sharp ringing sound; a nasal quality of speech.
tweak	To make a small adjustment; a sharp pinch.
tweed	A rough woolen cloth with a twilled pattern.
tweet	A short message on Twitter; a bird's chirp.
twice	Two times; on two occasions.
twine	Strong string of twisted strands; to twist together.
twirl	To spin around quickly.
twist	To turn into a spiral; an unexpected change.
twixt	An old poetic word meaning in between two things.
tying	Present participle of tie; fastening with a knot.
udder	The milk-producing organ of a cow or similar animal.
ulcer	An open sore on the skin or a mucous membrane.
ultra	Going beyond the usual limit; extreme.
umbra	The darkest part of a shadow, as in an eclipse.
uncle	The brother of one's parent, or aunt's husband.
uncut	Not cut; still whole or in original form.
under	Below or beneath; less than.
undid	Past tense of undo; reversed or unfastened.
undue	Excessive or improper; more than is appropriate.
unfed	Not given food; hungry.
unfit	Not suitable or healthy enough for a purpose.
unify	To bring together into one whole.
union	The act of joining; an organized workers' group.
unite	To come or bring together as one.
unity	The state of being one; harmony and agreement.
unlit	Not lit; left in darkness without light.
unmet	Not satisfied or fulfilled.
unset	Not fixed or established; to unnerve.
untie	To undo a knot or fastening.
until	Up to the time of; before a specified point.
unwed	Of someone who has not been married.
unzip	To open by means of a zipper.
upper	Higher in place or rank; the top part of a shoe.
upset	To knock over; distressed or disturbed.
urban	Relating to a city or town.
urine	The liquid waste produced by the kidneys.
usage	The way something is used; customary practice.
usher	A person who shows people to seats; to lead in.
using	Employing something for a purpose.
usual	Happening most of the time; ordinary.
usurp	To seize power or a position without right.
utile	Useful or practical.
utter	To speak or make a sound; complete or absolute.
vague	Not clearly expressed or defined; uncertain.
valet	A personal attendant who cares for clothes or a car.
valid	Based on truth or reason; legally acceptable.
valor	Great courage in the face of danger.
value	Worth or importance; to regard highly.
valve	A device that controls the flow of liquid or gas.
vapid	Dull and lacking interest or liveliness.
vapor	A substance in the form of gas or mist.
vault	An arched ceiling; a secure room; to leap over.
vaunt	To boast about something proudly.
vegan	A person who eats no animal products.
venom	Poison produced by some animals; bitter malice.
venue	The place where an event is held.
verge	The edge or border; to approach closely.
verse	A line or section of poetry or song.
verso	The left-hand page of an open book; the reverse side.
verve	Energy, enthusiasm, and lively style.
vicar	A parish priest in some Christian churches.
video	Moving visual images recorded for viewing.
vigil	A period of staying awake to watch or pray.
vigor	Physical strength and good health; energy.
villa	A large country house, often luxurious.
vinyl	A plastic material; a phonograph record made of it.
viola	A stringed instrument slightly larger than a violin.
viper	A venomous snake; a treacherous person.
viral	Relating to a virus; spreading rapidly online.
virus	A tiny infectious agent that multiplies in living cells.
visit	To go see a person or place for a time.
visor	A brim or shield that protects the eyes from sun.
vista	A pleasing view, especially one seen through an opening.
vital	Absolutely necessary; full of life and energy.
vivid	Producing strong, clear images; bright and intense.
vixen	A female fox; a sharp-tempered woman.
vocal	Relating to the voice; expressing opinions openly.
vodka	A clear distilled alcoholic spirit.
vogue	The current popular fashion or style.
voice	The sound produced by speaking or singing.
voila	An exclamation meaning "there it is" or "behold."
vomit	To eject the contents of the stomach through the mouth.
voter	A person who casts a ballot in an election.
vouch	To give a guarantee or firm assurance for someone.
vowel	A speech sound like a, e, i, o, or u.
vying	Competing eagerly with others for something.
wacky	Funny in a silly or eccentric way.
wafer	A thin crisp cookie or biscuit; a thin slice.
wager	A bet; to risk money on an uncertain outcome.
wagon	A four-wheeled vehicle for carrying goods.
waist	The narrow part of the body between ribs and hips.
waive	To give up a right or claim voluntarily.
waltz	A graceful dance in triple time; to move lightly.
warty	Covered with or resembling warts.
waste	To use carelessly; unwanted leftover material.
watch	To look at carefully; a small timepiece worn on the wrist.
water	The clear liquid essential for life; to give liquid to.
waver	To move unsteadily; to be undecided.
waxen	Made of or resembling wax; pale and smooth.
weary	Very tired; to make someone feel tired.
weave	To interlace threads to make fabric; to move in and out.
wedge	A piece thick at one end and thin at the other; to force in.
weedy	Full of weeds; thin and weak-looking.
weigh	To measure how heavy something is; to consider carefully.
weird	Strange or unusual in an unsettling way.
welch	To fail to honor a bet or promise (also spelled welsh).
welsh	Of Wales; also, to fail to pay a debt or bet.
wench	An old-fashioned word for a young woman or servant girl.
whack	To hit hard; a sharp blow.
whale	A very large ocean mammal that breathes air.
wharf	A structure built along the water for ships to dock.
wheat	A cereal grain used to make flour and bread.
wheel	A circular object that turns on an axle.
whelp	A young dog or other carnivore; to give birth to pups.
where	In or to what place; at the place in which.
which	Asking for a choice among options; the one that.
whiff	A slight smell or puff of air; a failed attempt.
while	A period of time; during the time that.
whine	To complain in a high, annoying voice.
whiny	Inclined to complain in a high, irritating way.
whirl	To spin rapidly; a rapid circular motion.
whisk	To beat lightly and quickly; a kitchen tool for beating.
white	The color of snow or milk; free of color.
whole	Complete; not divided or broken.
whoop	A loud cry of excitement or joy.
whose	Belonging to which person; of whom.
widen	To make or become broader.
wider	Having a greater width than something else.
widow	A woman whose husband has died.
width	The measurement of something from side to side.
wield	To hold and use a weapon or tool effectively.
wight	An old word for a living being or person.
willy	A childish or informal term for the penis.
wimpy	Weak, timid, or lacking strength of character.
wince	To flinch slightly from pain or embarrassment.
winch	A machine for pulling heavy loads with a rope or cable.
windy	Having a lot of wind; using too many words.
wiser	Having more good judgment than before.
wispy	Thin, light, and delicate like a strand of hair.
witch	A woman believed to have magical powers.
witty	Showing clever and amusing intelligence.
woken	Past participle of wake; no longer asleep.
woman	An adult female human being.
women	The plural of woman; adult female humans.
woody	Made of or covered with wood; resembling wood.
wooer	A person who seeks someone's love or favor.
wooly	Covered with wool; fuzzy or unclear (also woolly).
woozy	Unsteady, dizzy, or slightly dazed.
wordy	Using more words than needed.
world	The earth and all its people and things.
worry	To feel anxious; a cause of concern.
worse	Of poorer quality or more severe than something else.
worst	Of the poorest quality or most severe kind.
worth	Value or importance; deserving of.
would	Past form of will; used for polite requests or conditions.
wound	An injury to living tissue; past of wind (to twist).
woven	Made by interlacing threads or strands.
wrack	Destruction or wreckage; to cause great stress.
wrath	Intense anger (usually on an epic scale).
wreak	To cause a large amount of damage or harm.
wreck	To destroy or badly damage; the remains of something destroyed.
wrest	To pull something away with force; to seize.
wring	To twist and squeeze tightly to force liquid out.
wrist	The joint connecting the hand to the arm.
write	To form letters or words on a surface.
wrong	Not correct or just; immoral or mistaken.
wrote	Past tense of write; formed words on a surface.
wrung	Past tense of wring; twisted and squeezed tightly.
wryly	In a dryly humorous or ironically twisted way.
yacht	A large boat used for pleasure cruising or racing.
yearn	To have a deep longing or desire for something.
yeast	A fungus used in baking and brewing to cause fermentation.
yield	To produce or give way; the amount produced.
young	Having lived or existed for only a short time.
youth	The period of being young; young people as a group.
zebra	An African horse-like animal with black and white stripes.
zesty	Full of lively flavor or energetic spirit.
zonal	Relating to or arranged in zones or bands.
